# lambda points nlambda        5000
lambda (micron), Absorption Depth (%)
---------------------------------
           0       10.999997       2.4427083
           1       10.994722       2.4431095
           2       10.989450       2.4441459
           3       10.984180       2.4468317
           4       10.978912       2.4495268
           5       10.973648       2.4507873
           6       10.968385       2.4498696
           7       10.963125       2.4489529
           8       10.957868       2.4460230
           9       10.952613       2.4412413
          10       10.947361       2.4365077
          11       10.942112       2.4358740
          12       10.936864       2.4375670
          13       10.931620       2.4392664
          14       10.926378       2.4380994
          15       10.921138       2.4360211
          16       10.915901       2.4339654
          17       10.910666       2.4314299
          18       10.905434       2.4288373
          19       10.900205       2.4262538
          20       10.894977       2.4301739
          21       10.889753       2.4341669
          22       10.884531       2.4377880
          23       10.879311       2.4381449
          24       10.874094       2.4385026
          25       10.868880       2.4388132
          26       10.863668       2.4389677
          27       10.858458       2.4391227
          28       10.853251       2.4391992
          29       10.848046       2.4391294
          30       10.842844       2.4390595
          31       10.837645       2.4376063
          32       10.832448       2.4346180
          33       10.827253       2.4316635
          34       10.822061       2.4262183
          35       10.816871       2.4198444
          36       10.811684       2.4143965
          37       10.806500       2.4142339
          38       10.801317       2.4161100
          39       10.796138       2.4180741
          40       10.790961       2.4201694
          41       10.785786       2.4223540
          42       10.780614       2.4246285
          43       10.775444       2.4282947
          44       10.770277       2.4322431
          45       10.765112       2.4360733
          46       10.759950       2.4358618
          47       10.754790       2.4356503
          48       10.749632       2.4351556
          49       10.744478       2.4334371
          50       10.739325       2.4317627
          51       10.734175       2.4306035
          52       10.729028       2.4305277
          53       10.723883       2.4304526
          54       10.718740       2.4292846
          55       10.713600       2.4267778
          56       10.708463       2.4244711
          57       10.703327       2.4233479
          58       10.698195       2.4231157
          59       10.693064       2.4228733
          60       10.687937       2.4237347
          61       10.682811       2.4252234
          62       10.677689       2.4267926
          63       10.672568       2.4283557
          64       10.667450       2.4299355
          65       10.662335       2.4315519
          66       10.657222       2.4320486
          67       10.652111       2.4324179
          68       10.647003       2.4327664
          69       10.641897       2.4320409
          70       10.636794       2.4313164
          71       10.631694       2.4306588
          72       10.626595       2.4304140
          73       10.621499       2.4301693
          74       10.616406       2.4299068
          75       10.611315       2.4295938
          76       10.606226       2.4292827
          77       10.601140       2.4296434
          78       10.596057       2.4311306
          79       10.590975       2.4326372
          80       10.585897       2.4339807
          81       10.580820       2.4351461
          82       10.575746       2.4363143
          83       10.570675       2.4355924
          84       10.565606       2.4336975
          85       10.560539       2.4318225
          86       10.555475       2.4290321
          87       10.550413       2.4259279
          88       10.545354       2.4228430
          89       10.540297       2.4237597
          90       10.535242       2.4253578
          91       10.530190       2.4269505
          92       10.525141       2.4257178
          93       10.520093       2.4244552
          94       10.515049       2.4235179
          95       10.510006       2.4253736
          96       10.504966       2.4273334
          97       10.499929       2.4294508
          98       10.494894       2.4318521
          99       10.489861       2.4342811
         100       10.484831       2.4359086
         101       10.479803       2.4358544
         102       10.474777       2.4358006
         103       10.469754       2.4354298
         104       10.464733       2.4346738
         105       10.459715       2.4339249
         106       10.454699       2.4336503
         107       10.449686       2.4337325
         108       10.444675       2.4338140
         109       10.439666       2.4363365
         110       10.434660       2.4400551
         111       10.429656       2.4438460
         112       10.424655       2.4463820
         113       10.419656       2.4486158
         114       10.414659       2.4508567
         115       10.409665       2.4494340
         116       10.404673       2.4477165
         117       10.399683       2.4460816
         118       10.394696       2.4461541
         119       10.389712       2.4462266
         120       10.384729       2.4459295
         121       10.379750       2.4437430
         122       10.374772       2.4415717
         123       10.369797       2.4393420
         124       10.364824       2.4369388
         125       10.359854       2.4345624
         126       10.354886       2.4332573
         127       10.349920       2.4335167
         128       10.344957       2.4337771
         129       10.339996       2.4345498
         130       10.335038       2.4357927
         131       10.330082       2.4370365
         132       10.325128       2.4369631
         133       10.320177       2.4361506
         134       10.315228       2.4353442
         135       10.310281       2.4346776
         136       10.305337       2.4340477
         137       10.300395       2.4334087
         138       10.295456       2.4351287
         139       10.290519       2.4371986
         140       10.285584       2.4392858
         141       10.280652       2.4387436
         142       10.275722       2.4381945
         143       10.270794       2.4375813
         144       10.265869       2.4364727
         145       10.260946       2.4353707
         146       10.256025       2.4334722
         147       10.251107       2.4290051
         148       10.246191       2.4245968
         149       10.241278       2.4221692
         150       10.236367       2.4233038
         151       10.231458       2.4244387
         152       10.226552       2.4245601
         153       10.221648       2.4235716
         154       10.216746       2.4226103
         155       10.211847       2.4211140
         156       10.206950       2.4192936
         157       10.202055       2.4175434
         158       10.197163       2.4157057
         159       10.192273       2.4138083
         160       10.187385       2.4118860
         161       10.182500       2.4161954
         162       10.177617       2.4219792
         163       10.172736       2.4281802
         164       10.167858       2.4285800
         165       10.162982       2.4286597
         166       10.158109       2.4286222
         167       10.153237       2.4270062
         168       10.148369       2.4253962
         169       10.143502       2.4234459
         170       10.138638       2.4201024
         171       10.133776       2.4169152
         172       10.128916       2.4164474
         173       10.124059       2.4220665
         174       10.119204       2.4280798
         175       10.114352       2.4319956
         176       10.109502       2.4327135
         177       10.104654       2.4334345
         178       10.099808       2.4325769
         179       10.094965       2.4304295
         180       10.090124       2.4283230
         181       10.085285       2.4268236
         182       10.080449       2.4256377
         183       10.075615       2.4244797
         184       10.070783       2.4254210
         185       10.065954       2.4269862
         186       10.061127       2.4286036
         187       10.056302       2.4298341
         188       10.051480       2.4310281
         189       10.046660       2.4321575
         190       10.041842       2.4300818
         191       10.037026       2.4280374
         192       10.032213       2.4264090
         193       10.027402       2.4271276
         194       10.022594       2.4278505
         195       10.017788       2.4285176
         196       10.012984       2.4290168
         197       10.008182       2.4295187
         198       10.003383       2.4296441
         199       9.9985857       2.4291496
         200       9.9937906       2.4286542
         201       9.9889984       2.4279263
         202       9.9842081       2.4269798
         203       9.9794207       2.4260526
         204       9.9746351       2.4252179
         205       9.9698515       2.4244454
         206       9.9650707       2.4236903
         207       9.9602919       2.4233541
         208       9.9555159       2.4231632
         209       9.9507418       2.4229717
         210       9.9459705       2.4240215
         211       9.9412003       2.4253147
         212       9.9364338       2.4266431
         213       9.9316683       2.4259081
         214       9.9269056       2.4251223
         215       9.9221458       2.4248862
         216       9.9173880       2.4299934
         217       9.9126320       2.4352281
         218       9.9078779       2.4399579
         219       9.9031267       2.4424126
         220       9.8983784       2.4448874
         221       9.8936310       2.4466636
         222       9.8888874       2.4470086
         223       9.8841448       2.4473538
         224       9.8794050       2.4466257
         225       9.8746672       2.4445970
         226       9.8699322       2.4425745
         227       9.8651991       2.4400115
         228       9.8604689       2.4370568
         229       9.8557396       2.4341290
         230       9.8510132       2.4325738
         231       9.8462896       2.4316332
         232       9.8415680       2.4306991
         233       9.8368483       2.4315002
         234       9.8321314       2.4327180
         235       9.8274164       2.4339433
         236       9.8227043       2.4342186
         237       9.8179932       2.4344192
         238       9.8132858       2.4345427
         239       9.8085794       2.4331195
         240       9.8038759       2.4317100
         241       9.7991743       2.4302640
         242       9.7944756       2.4285793
         243       9.7897787       2.4269118
         244       9.7850838       2.4250755
         245       9.7803917       2.4228363
         246       9.7757015       2.4206750
         247       9.7710142       2.4202936
         248       9.7663279       2.4224524
         249       9.7616444       2.4246311
         250       9.7569637       2.4258254
         251       9.7522850       2.4261003
         252       9.7476082       2.4263759
         253       9.7429342       2.4249849
         254       9.7382622       2.4227247
         255       9.7335920       2.4205317
         256       9.7289238       2.4203289
         257       9.7242584       2.4207451
         258       9.7195959       2.4211712
         259       9.7149343       2.4235852
         260       9.7102757       2.4263983
         261       9.7056198       2.4293411
         262       9.7009649       2.4291868
         263       9.6963129       2.4290326
         264       9.6916637       2.4287901
         265       9.6870155       2.4279079
         266       9.6823711       2.4270504
         267       9.6777277       2.4268923
         268       9.6730871       2.4289293
         269       9.6684484       2.4310133
         270       9.6638117       2.4324691
         271       9.6591778       2.4327288
         272       9.6545458       2.4329896
         273       9.6499157       2.4321382
         274       9.6452885       2.4300966
         275       9.6406631       2.4281025
         276       9.6360397       2.4290209
         277       9.6314192       2.4319732
         278       9.6268005       2.4350145
         279       9.6221838       2.4355843
         280       9.6175699       2.4351485
         281       9.6129580       2.4347134
         282       9.6083479       2.4330342
         283       9.6037407       2.4311428
         284       9.5991354       2.4292948
         285       9.5945320       2.4305985
         286       9.5899305       2.4320850
         287       9.5853319       2.4333947
         288       9.5807352       2.4321029
         289       9.5761414       2.4308212
         290       9.5715494       2.4290860
         291       9.5669594       2.4255459
         292       9.5623713       2.4222817
         293       9.5577860       2.4202240
         294       9.5532026       2.4203205
         295       9.5486212       2.4204178
         296       9.5440426       2.4211669
         297       9.5394659       2.4228461
         298       9.5348911       2.4246173
         299       9.5303192       2.4256392
         300       9.5257483       2.4259877
         301       9.5211802       2.4263346
         302       9.5166149       2.4270372
         303       9.5120516       2.4279187
         304       9.5074902       2.4288020
         305       9.5029306       2.4293025
         306       9.4983740       2.4296985
         307       9.4938183       2.4300945
         308       9.4892664       2.4299495
         309       9.4847155       2.4297481
         310       9.4801674       2.4295726
         311       9.4756212       2.4304316
         312       9.4710770       2.4312992
         313       9.4665356       2.4319558
         314       9.4619961       2.4313171
         315       9.4574585       2.4306822
         316       9.4529228       2.4311740
         317       9.4483900       2.4349070
         318       9.4438591       2.4387746
         319       9.4393311       2.4412236
         320       9.4348040       2.4412415
         321       9.4302797       2.4412594
         322       9.4257574       2.4382744
         323       9.4212379       2.4325309
         324       9.4167194       2.4271753
         325       9.4122038       2.4278872
         326       9.4076900       2.4323683
